Rank,Track,Artist,Streams,year,Album_Name,Duration_MS,Explicit,Track_Number_on_Album,Artist_Followers
22,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,13456428,2019,No.6 Collaborations Project,204466,FALSE,2,78967872
23,Lalala,Y2K,13050148,2019,Lalala,160626,TRUE,1,264413
24,I Don't Care (with Justin Bieber),Ed Sheeran,12776463,2019,No.6 Collaborations Project,219946,FALSE,6,78967872
25,Look At Her Now,Selena Gomez,12707039,2019,Look At Her Now,162595,FALSE,1,26725031
26,Liar,Camila Cabello,12417193,2019,Liar,207038,FALSE,1,21110469
27,Goodbyes (Feat. Young Thug),Post Malone,12409880,2019,Goodbyes (Feat. Young Thug),174960,TRUE,1,32192178
28,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,12083193,2019,Hollywood's Bleeding,157560,FALSE,12,32192178
29,Adicto (with Anuel AA & Ozuna),Tainy,11503915,2019,Adicto (with Anuel AA & Ozuna),270740,FALSE,1,385239
30,LA CANCIÓN,J Balvin,11174873,2019,OASIS,242573,FALSE,5,27317844
31,Ransom,Lil Tecca,11002397,2019,We Love You Tecca,131240,TRUE,1,3565561
32,Fantasias,Rauw Alejandro,10968871,2019,Fantasias,199711,FALSE,1,4455103
33,It's You,Ali Gatie,10757150,2019,YOU,212606,FALSE,1,1664688
34,Lose Control,MEDUZA,10733892,2019,Lose Control,168387,FALSE,1,408113
35,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,10705922,2019,Good as Hell (feat. Ariana Grande) [Remix],159011,FALSE,1,3768332
36,Callaita,Bad Bunny,10692242,2019,Callaita,250533,TRUE,1,32304467
37,Stuck In A Dream (feat. Gunna),Lil Mosey,10615406,2019,Certified Hitmaker,123560,TRUE,5,3549106
38,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,10397768,2019,Hot (Remix) [feat. Gunna and Travis Scott],279906,TRUE,1,6110874
39,Que Tire Pa Lante,Daddy Yankee,10235290,2019,Que Tire Pa Lante,210520,FALSE,1,22851422
40,No Me Conoce - Remix,Jhay Cortez,10210896,2019,Famouz,309120,FALSE,2,1923429
41,223's (feat. 9lokknine),YNW Melly,9756234,2019,223's (feat. 9lokknine),176640,TRUE,1,5851010
42,Graveyard,Halsey,9469161,2019,Graveyard,181805,FALSE,1,14646339
43,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,9282993,2019,Hollywood's Bleeding,229573,FALSE,9,32192178
44,Takeaway (feat. Lennon Stella),The Chainsmokers,9000571,2019,World War Joy...Push My Luck,209893,FALSE,2,17742887
45,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,8987355,2019,Carte Blanche,185194,FALSE,10,7312319
46,Old Town Road - Remix,Lil Nas X,8949005,2019,7 EP,157066,FALSE,1,4587823
47,Whine Up,Nicky Jam,8899000,2019,Intimo,215459,FALSE,3,14294286
48,Si Te Vas,Sech,8889228,2019,Si Te Vas,204906,FALSE,1,7878088
49,Yellow Hearts,Ant Saunders,8879641,2019,Yellow Hearts,223255,FALSE,1,81894
50,"Yo x Ti, Tu x Mi",ROSALÍA,8574822,2019,"Yo x Ti, Tu x Mi",201040,FALSE,1,4670655
51,Shallow,Lady Gaga,8558566,2019,A Star Is Born Soundtrack,215733,FALSE,12,17071866
52,Panini,Lil Nas X,8285208,2019,Panini,114893,FALSE,2,4587823
53,Quizas,Rich Music LTD,8282965,2019,The Academy,216066,TRUE,1,196513
54,Aventura,Lunay,8260893,2019,Épico,217129,FALSE,2,4306554
55,Tutu,Camilo,8039404,2019,Tutu,178613,FALSE,1,8383807
56,Woah,Lil Baby,8003940,2019,Woah,183011,TRUE,1,6804122
57,Nice To Meet Ya,Niall Horan,7994372,2019,Nice To Meet Ya,158805,FALSE,1,7117788
58,Truth Hurts,Lizzo,7946816,2019,Cuz I Love You (Deluxe),173325,TRUE,13,3768332
59,No Guidance (feat. Drake),Chris Brown,7783512,2019,Indigo,260640,TRUE,11,13502322
60,Indeciso,Reik,7750729,2019,Indeciso,217253,FALSE,1,5688366
61,Money In The Grave (Drake ft. Rick Ross),Drake,7591290,2019,The Best In The World Pack,205426,TRUE,2,54405324
62,7 rings,Ariana Grande,7428810,2019,"thank u, next",178626,TRUE,10,61390454
63,blun7 a swishland,tha Supreme,7426611,2019,blun7 a swishland,167760,TRUE,1,1338726
64,lovely (with Khalid),Billie Eilish,7362907,2019,lovely (with Khalid),200185,FALSE,1,41852475
65,Higher Love,Kygo,7335970,2019,Higher Love,228267,FALSE,1,7372033
66,Camelot,NLE Choppa,7335451,2019,Camelot,148759,TRUE,1,2975108
67,Tusa,KAROL G,7210300,2019,Tusa,200960,FALSE,1,15985784
68,Trigger,Major Lazer,7210063,2019,Trigger,171986,FALSE,1,6184098
69,Make It Right (feat. Lauv),BTS,7193679,2019,Make It Right (feat. Lauv),226321,FALSE,1,31673242
70,Piece Of Your Heart,MEDUZA,7183286,2019,Piece Of Your Heart,152913,FALSE,1,408113
71,Good Thing (with Kehlani),Zedd,7155623,2019,Good Thing (with Kehlani),210901,TRUE,1,5428961
72,Bruises,Lewis Capaldi,7096823,2019,Divinely Uninspired To A Hellish Extent,220492,FALSE,2,7561393
73,Happier,Marshmello,7051674,2019,Happier,214289,FALSE,1,30270515
74,Hate Me (with Juice WRLD),Ellie Goulding,7013718,2019,Hate Me (with Juice WRLD),186223,FALSE,1,9346710
75,I.F.L.Y.,Bazzi,6997625,2019,Soul Searching,165714,TRUE,9,4190757
76,Bad To You (with Normani & Nicki Minaj),Ariana Grande,6981052,2019,Charlie's Angels (Original Motion Picture Soundtrack),171840,FALSE,2,61390454
77,when the party's over,Billie Eilish,6943852,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",196077,FALSE,7,41852475
78,Soltera - Remix,Lunay,6935776,2019,Épico,266086,FALSE,7,4306554
79,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,6821831,2019,~how i'm feeling~,198973,TRUE,2,4160159
80,Bohemian Rhapsody - Remastered 2011,Queen,6809692,2019,A Night At The Opera (2011 Remaster),354320,FALSE,11,33527593
81,Believer,Imagine Dragons,6592471,2019,Evolve,204346,FALSE,4,33692509
82,All I Want for Christmas Is You,Mariah Carey,6570623,2019,Merry Christmas,241106,FALSE,2,6566061
83,Sucker,Jonas Brothers,6550990,2019,Happiness Begins,181026,FALSE,1,5155098
84,Roller,Apache 207,6517815,2019,Platte,157093,TRUE,2,1554532
85,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,6485864,2019,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) [Remix]",258600,FALSE,1,2668090
86,Motivation,Normani,6435350,2019,Motivation,193837,FALSE,1,1170328
87,Feelings,Lauv,6434167,2019,~how i'm feeling~,189613,FALSE,4,4160159
88,Teeth,5 Seconds of Summer,6424863,2019,13 Reasons Why (Season 3),204887,FALSE,1,7382514
89,Used To Love (with Dean Lewis),Martin Garrix,6419416,2019,Used To Love (with Dean Lewis),236764,FALSE,1,14595128
90,Candy,Doja Cat,6373833,2019,Amala,190920,TRUE,8,6237625
91,Without Me,Halsey,6347517,2019,Without Me,201660,TRUE,1,14646339
92,Otro Trago - Remix,Sech,6343928,2019,Otro Trago (Remix),287773,TRUE,1,7878088
93,SICKO MODE,Travis Scott,6311464,2019,ASTROWORLD,312820,TRUE,3,16143636
94,The London (feat. J. Cole & Travis Scott),Young Thug,6278412,2019,So Much Fun,200186,TRUE,19,6110874
95,Wow.,Post Malone,6274805,2019,Hollywood's Bleeding,149546,TRUE,17,32192178
96,If I Can't Have You,Shawn Mendes,6221305,2019,Shawn Mendes (Deluxe),191466,FALSE,3,32473361
97,QUE PRETENDES,J Balvin,6172530,2019,OASIS,222346,FALSE,4,27317844
98,rockstar (feat. 21 Savage),Post Malone,6085375,2019,beerbongs & bentleys,218146,TRUE,6,32192178
99,VALENTINO,24kGoldn,6072700,2019,VALENTINO,179133,TRUE,1,981370
100,Con Altura,ROSALÍA,6066956,2019,Con Altura,161626,FALSE,1,4670655
101,Saint-Tropez,Post Malone,6042887,2019,Hollywood's Bleeding,150866,TRUE,2,32192178
102,everything i wanted,Billie Eilish,6039402,2019,everything i wanted,245425,FALSE,1,41852475
103,11:00 PM,Maluma,6038972,2019,11:11,175733,FALSE,1,25103199
104,Qué Pena,Maluma,6025696,2019,Qué Pena,212711,FALSE,1,25103199
105,VIBEZ,DaBaby,6001684,2019,KIRK,144935,TRUE,4,6512324
106,Orphans,Coldplay,6000355,2019,Orphans / Arabesque,197533,FALSE,1,29776593
107,Que Calor (with J Balvin & El Alfa),Major Lazer,5982585,2019,Que Calor (with J Balvin & El Alfa),169997,FALSE,1,6184098
108,Shape of You,Ed Sheeran,5976893,2019,÷ (Deluxe),233712,FALSE,4,78967872
109,Lover,Taylor Swift,5962069,2019,Lover,221306,FALSE,3,38902703
110,Post Malone (feat. RANI),Sam Feldt,5907828,2019,Post Malone (feat. RANI) [Joe Stone Remix],174444,FALSE,2,616529
111,Dancing With A Stranger (with Normani),Sam Smith,5887773,2019,Dancing With A Stranger (with Normani),171029,FALSE,1,16161094
112,Only Human,Jonas Brothers,5834990,2019,Happiness Begins,183000,FALSE,3,5155098
113,Sweet but Psycho,Ava Max,5808000,2019,Sweet but Psycho,187436,FALSE,1,3294905
114,Say You Won't Let Go,James Arthur,5804023,2019,Back from the Edge,211466,FALSE,2,7893527
115,"thank u, next",Ariana Grande,5799192,2019,"thank u, next",207320,TRUE,11,61390454
116,Lucid Dreams,Juice WRLD,5780963,2019,Goodbye & Good Riddance,239835,TRUE,3,17022072
117,Girls Like You (feat. Cardi B),Maroon 5,5727455,2019,Red Pill Blues (Deluxe),235545,TRUE,22,30323494
118,Eastside (with Halsey & Khalid),benny blanco,5719616,2019,FRIENDS KEEP SECRETS,170769,FALSE,1,763866
119,Enemies (feat. DaBaby),Post Malone,5693142,2019,Hollywood's Bleeding,196760,TRUE,3,32192178
120,F.N,Lil Tjay,5691423,2019,True 2 Myself,224000,TRUE,3,2907601
121,goosebumps,Travis Scott,5691001,2019,Birds In The Trap Sing McKnight,243836,TRUE,9,16143636
122,Get You The Moon (feat. Snøw),Kina,5674900,2019,Get You The Moon (feat. Snøw),179080,FALSE,1,623279
123,Perfect,Ed Sheeran,5586323,2019,÷ (Deluxe),263400,FALSE,5,78967872
124,Immortal,21 Savage,5546012,2019,Immortal,254723,TRUE,1,9486493
125,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,5534132,2019,Charlie's Angels (Original Motion Picture Soundtrack),190066,FALSE,3,61390454
126,boyfriend (with Social House),Ariana Grande,5504717,2019,boyfriend,186106,TRUE,1,61390454
127,Talk (feat. Disclosure),Khalid,5501780,2019,Free Spirit,197573,FALSE,5,13736355
128,Lonely,Diplo,5487381,2019,Lonely,139813,FALSE,1,2377390
129,Hollywood's Bleeding,Post Malone,5458488,2019,Hollywood's Bleeding,156266,FALSE,1,32192178
130,Ballin' (with Roddy Ricch),Mustard,5382552,2019,Perfect Ten,180434,TRUE,9,847305
131,Easy,Camila Cabello,5362236,2019,Easy,194686,FALSE,1,21110469
132,GIANTS,True Damage,5316124,2019,GIANTS,191720,FALSE,1,89648
133,3 Nights,Dominic Fike,5311341,2019,"Don't Forget About Me, Demos",177666,FALSE,1,507800
134,Be Alright,Dean Lewis,5307797,2019,A Place We Knew,196493,TRUE,6,1577452
135,Push My Luck,The Chainsmokers,5256517,2019,World War Joy...Push My Luck,181844,FALSE,1,17742887
136,You Need To Calm Down,Taylor Swift,5251349,2019,Lover,171360,FALSE,14,38902703
137,Bellaquita,Dalex,5192273,2019,Bellaquita,204786,TRUE,1,3343819
138,Better Now,Post Malone,5187449,2019,beerbongs & bentleys,231266,TRUE,9,32192178
139,One Thing Right,Marshmello,5165367,2019,One Thing Right,181823,FALSE,1,30270515
140,Suge,DaBaby,5144365,2019,Baby On Baby,163320,TRUE,2,6512324
141,I Like Me Better,Lauv,5143236,2019,I met you when I was 18. (the playlist),197436,FALSE,1,4160159
142,Youngblood,5 Seconds of Summer,5106709,2019,Youngblood (Deluxe),203417,FALSE,1,7382514
143,KARMA,Nimo,5097572,2019,KARMA,255133,FALSE,1,1073322
144,SAD!,XXXTENTACION,5077496,2019,?,166605,TRUE,4,26792113
145,Con Calma,Daddy Yankee,5075781,2019,Con Calma,193226,FALSE,1,22851422
146,comethru,Jeremy Zucker,5072644,2019,"summer,",181613,FALSE,1,1561712
147,Make No Sense,YoungBoy Never Broke Again,5066540,2019,AI YoungBoy 2,148629,TRUE,6,6691364
148,Let Me Down Slowly,Alec Benjamin,5058291,2019,Narrated For You,169353,FALSE,4,2590985
149,Baby (Lil Baby feat. DaBaby),Quality Control,5030484,2019,Quality Control: Control The Streets Volume 2,142417,TRUE,3,782816
150,BOP,DaBaby,5024001,2019,KIRK,159714,TRUE,3,6512324
151,July,Noah Cyrus,4967628,2019,July,156106,FALSE,1,841098
152,Surtada - Remix Brega Funk,Dadá Boladão,4901619,2019,Surtada (Remix Brega Funk),152783,FALSE,1,200124
153,High Hopes,Panic! At The Disco,4899490,2019,Pray for the Wicked,190946,FALSE,4,10637557
154,MIDDLE CHILD,J. Cole,4838072,2019,MIDDLE CHILD,213593,TRUE,1,13078853
155,Better,Khalid,4813281,2019,Suncity,229320,FALSE,6,13736355
156,If the World Was Ending - feat. Julia Michaels,JP Saxe,4810030,2019,If the World Was Ending (feat. Julia Michaels),208687,FALSE,1,242221
157,Somebody,Internet Money,4806583,2019,Somebody,174333,TRUE,1,279344
158,Wieso tust Du dir das an?,Apache 207,4802708,2019,Platte,176066,TRUE,6,1554532
159,Don't Stop Me Now - Remastered 2011,Queen,4800783,2019,Jazz (2011 Remaster),209413,FALSE,12,33527593
160,Did It Again,Lil Tecca,4800237,2019,We Love You Tecca,116240,TRUE,4,3565561
161,Te Quemaste,Manuel Turizo,4798273,2019,ADN,199090,FALSE,15,7270112
162,Last Christmas,Wham!,4795477,2019,LAST CHRISTMAS,262960,FALSE,1,1537953
163,Too Good At Goodbyes,Sam Smith,4790941,2019,The Thrill Of It All (Special Edition),201000,FALSE,1,16161094
164,Thunder,Imagine Dragons,4786085,2019,Evolve,187146,FALSE,10,33692509
165,All of Me,John Legend,4776715,2019,Love In The Future (Expanded Edition),269560,FALSE,6,5613220
166,Outnumbered,Dermot Kennedy,4773589,2019,Without Fear,245699,FALSE,9,899115
167,Never Really Over,Katy Perry,4746886,2019,Never Really Over,223523,FALSE,1,18037975
168,2002,Anne-Marie,4741558,2019,Speak Your Mind (Deluxe),186986,FALSE,10,7531624
169,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,4733671,2019,Persona,223045,TRUE,8,1320094
170,bury a friend,Billie Eilish,4723935,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",193143,FALSE,10,41852475
171,Calma - Remix,Pedro Capó,4720684,2019,Calma (Remix),238200,FALSE,1,1325584
172,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dímelo Flow,4711355,2019,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",233112,FALSE,1,220600
173,Jocelyn Flores,XXXTENTACION,4707543,2019,17,119133,TRUE,2,26792113
174,Harleys In Hawaii,Katy Perry,4678436,2019,Harleys In Hawaii,185815,FALSE,1,18037975
175,Photograph,Ed Sheeran,4675873,2019,x (Wembley Edition),258986,FALSE,6,78967872
176,What Am I,Why Don't We,4654389,2019,Big Plans,184665,FALSE,2,2727053
177,Another One Bites The Dust - Remastered 2011,Queen,4645425,2019,The Game (2011 Remaster),214653,FALSE,3,33527593
178,Moonlight,XXXTENTACION,4644196,2019,?,135090,TRUE,3,26792113
179,Call You Mine (feat. Bebe Rexha),The Chainsmokers,4641956,2019,World War Joy...Push My Luck,217653,FALSE,3,17742887
180,In My Room,Frank Ocean,4603499,2019,In My Room,133680,TRUE,1,7574992
181,The Less I Know The Better,Tame Impala,4601292,2019,Currents,216320,TRUE,7,4844687
182,Hasta Que Salga el Sol,Ozuna,4580982,2019,Hasta Que Salga el Sol,188600,FALSE,1,27797552
183,SLOW DANCING IN THE DARK,Joji,4575678,2019,BALLADS 1,209273,TRUE,2,4380769
184,Turn Me On (feat. Vula),Riton,4569957,2019,Turn Me On (feat. Vula),208473,FALSE,1,69992
185,Si Se Da - Remix,Myke Towers,4564464,2019,Si Se da Remix,332240,TRUE,1,5021092
186,Something Just Like This,The Chainsmokers,4557660,2019,Memories...Do Not Open,247160,FALSE,5,17742887
187,Rescue Me,OneRepublic,4557400,2019,Rescue Me,158899,FALSE,1,11648310
188,Old Town Road,Lil Nas X,4538707,2019,7 EP,113000,FALSE,8,4587823
189,Hot (feat. Gunna),Young Thug,4531585,2019,So Much Fun,193026,TRUE,4,6110874
190,Pa' Olvidarme De Ella,Piso 21,4510125,2019,Pa' Olvidarme De Ella,227233,TRUE,1,6865509
191,Cuerpo en Venta,Noriel,4508773,2019,Cuerpo en Venta,254413,FALSE,1,4462637
192,Can We Kiss Forever?,Kina,4508738,2019,Can We Kiss Forever?,187898,FALSE,1,623279
193,Hot Shower,Chance the Rapper,4493780,2019,The Big Day,225923,TRUE,4,5270346
194,Juicy,Doja Cat,4491291,2019,Hot Pink,203093,TRUE,12,6237625
195,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,4469545,2019,Lover,193000,FALSE,16,38902703
196,Going Bad (feat. Drake),Meek Mill,4459308,2019,Championships,180522,TRUE,9,4972777
197,Murder On My Mind,YNW Melly,4449490,2019,I AM YOU,268434,TRUE,13,5851010
198,Pop Out (feat. Lil Tjay),Polo G,4431920,2019,Die A Legend,166560,TRUE,5,3685413
199,Wonderwall - Remastered,Oasis,4422228,2019,(What's The Story) Morning Glory? [Remastered],258773,FALSE,3,6149428
200,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,4405194,2019,Hoodie SZN,189486,TRUE,4,5636291
1,Dance Monkey,Tones And I,42934057,2019,Dance Monkey,209754,FALSE,1,2712221
2,everything i wanted,Billie Eilish,40323676,2019,everything i wanted,245425,FALSE,1,41852475
3,Memories,Maroon 5,30696174,2019,Memories,189486,FALSE,1,30323494
4,ROXANNE,Arizona Zervas,30284841,2019,ROXANNE,163636,TRUE,1,598152
5,Circles,Post Malone,27993218,2019,Hollywood's Bleeding,215280,FALSE,6,32192178
6,Lose You To Love Me,Selena Gomez,26188196,2019,Lose You To Love Me,206458,FALSE,1,26725031
7,Don't Start Now,Dua Lipa,25716644,2019,Don't Start Now,183290,FALSE,1,24169380
8,Someone You Loved,Lewis Capaldi,23635137,2019,Divinely Uninspired To A Hellish Extent,182160,FALSE,4,7561393
9,RITMO (Bad Boys For Life),Black Eyed Peas,23528266,2019,RITMO (Bad Boys For Life),221714,TRUE,1,5601528
10,HIGHEST IN THE ROOM,Travis Scott,22138889,2019,HIGHEST IN THE ROOM,175720,TRUE,1,16143636
11,Señorita,Shawn Mendes,22001173,2019,Shawn Mendes (Deluxe),190799,FALSE,1,32473361
12,hot girl bummer,blackbear,20112837,2019,hot girl bummer,185093,TRUE,1,4087783
13,Ride It,Regard,16936400,2019,Ride It,157605,FALSE,1,130667
14,Lights Up,Harry Styles,16454034,2019,Lights Up,172226,FALSE,1,14124053
15,bad guy,Billie Eilish,15784887,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",194087,FALSE,2,41852475
16,Beautiful People (feat. Khalid),Ed Sheeran,14874302,2019,No.6 Collaborations Project,197866,FALSE,1,78967872
17,China,Anuel AA,14712140,2019,China,301714,FALSE,1,17104436
18,"10,000 Hours (with Justin Bieber)",Dan + Shay,14447797,2019,"10,000 Hours (with Justin Bieber)",167693,FALSE,1,2191938
19,Trampoline (with ZAYN),SHAED,13588283,2019,Trampoline (with ZAYN),184280,FALSE,1,130143
20,How Do You Sleep?,Sam Smith,13468811,2019,How Do You Sleep?,202204,FALSE,1,16161094
21,Watermelon Sugar,Harry Styles,13067797,2019,Watermelon Sugar,174000,FALSE,1,14124053
22,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,12977289,2019,No.6 Collaborations Project,204466,FALSE,2,78967872
23,Lalala,Y2K,12409065,2019,Lalala,160626,TRUE,1,264413
24,I Don't Care (with Justin Bieber),Ed Sheeran,12316956,2019,No.6 Collaborations Project,219946,FALSE,6,78967872
25,Que Tire Pa Lante,Daddy Yankee,12258421,2019,Que Tire Pa Lante,210520,FALSE,1,22851422
26,Bandit (with YoungBoy Never Broke Again),Juice WRLD,12226004,2019,Bandit (with YoungBoy Never Broke Again),189322,TRUE,1,17022072
27,Mean It,Lauv,12015729,2019,~how i'm feeling~,232853,FALSE,1,4160159
28,Tusa,KAROL G,11911506,2019,Tusa,200960,FALSE,1,15985784
29,Liar,Camila Cabello,11781268,2019,Liar,207038,FALSE,1,21110469
30,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,11743469,2019,Hollywood's Bleeding,157560,FALSE,12,32192178
31,Fantasias,Rauw Alejandro,11635203,2019,Fantasias,199711,FALSE,1,4455103
32,Goodbyes (Feat. Young Thug),Post Malone,11469916,2019,Goodbyes (Feat. Young Thug),174960,TRUE,1,32192178
33,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,11458619,2019,Lover (Remix) [feat. Shawn Mendes],221306,FALSE,1,38902703
34,LA CANCIÓN,J Balvin,11358555,2019,OASIS,242573,FALSE,5,27317844
35,Look At Her Now,Selena Gomez,11314118,2019,Look At Her Now,162595,FALSE,1,26725031
36,Adicto (with Anuel AA & Ozuna),Tainy,11251105,2019,Adicto (with Anuel AA & Ozuna),270740,FALSE,1,385239
37,Lose Control,MEDUZA,11229576,2019,Lose Control,168387,FALSE,1,408113
38,Follow God,Kanye West,11117716,2019,JESUS IS KING,104591,FALSE,3,13723721
39,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,10904717,2019,Good as Hell (feat. Ariana Grande) [Remix],159011,FALSE,1,3768332
40,Callaita,Bad Bunny,10758050,2019,Callaita,250533,TRUE,1,32304467
41,It's You,Ali Gatie,10369517,2019,YOU,212606,FALSE,1,1664688
42,No Me Conoce - Remix,Jhay Cortez,10216207,2019,Famouz,309120,FALSE,2,1923429
43,Ransom,Lil Tecca,10163698,2019,We Love You Tecca,131240,TRUE,1,3565561
44,Whine Up,Nicky Jam,9731771,2019,Intimo,215459,FALSE,3,14294286
45,Yellow Hearts,Ant Saunders,9342018,2019,Yellow Hearts,223257,FALSE,1,81894
46,Graveyard,Halsey,9165937,2019,Graveyard,181805,FALSE,1,14646339
47,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,9162094,2019,Hot (Remix) [feat. Gunna and Travis Scott],279906,TRUE,1,6110874
48,Si Te Vas,Sech,9020095,2019,Si Te Vas,204906,FALSE,1,7878088
49,Stuck In A Dream (feat. Gunna),Lil Mosey,8962760,2019,Certified Hitmaker,123560,TRUE,5,3549106
50,Aventura,Lunay,8817917,2019,Épico,217129,FALSE,2,4306554
51,Up All Night,Khalid,8804919,2019,Up All Night,157220,FALSE,1,13736355
52,223's (feat. 9lokknine),YNW Melly,8582328,2019,223's (feat. 9lokknine),176640,TRUE,1,5851010
53,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,8547606,2019,Hollywood's Bleeding,229573,FALSE,9,32192178
54,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,8525129,2019,Carte Blanche,185194,FALSE,10,7312319
55,Shallow,Lady Gaga,8427469,2019,A Star Is Born Soundtrack,215733,FALSE,12,17071866
56,All I Want for Christmas Is You,Mariah Carey,8344450,2019,Merry Christmas,241106,FALSE,2,6566061
57,"Yo x Ti, Tu x Mi",ROSALÍA,8335993,2019,"Yo x Ti, Tu x Mi",201040,FALSE,1,4670655
58,Old Town Road - Remix,Lil Nas X,8297377,2019,7 EP,157066,FALSE,1,4587823
59,Quizas,Rich Music LTD,8163151,2019,The Academy,216066,TRUE,1,196513
60,Indeciso,Reik,8083484,2019,Indeciso,217253,FALSE,1,5688366
61,lovely (with Khalid),Billie Eilish,7941466,2019,lovely (with Khalid),200185,FALSE,1,41852475
62,Tutu,Camilo,7922544,2019,Tutu,178613,FALSE,1,8383807
63,blun7 a swishland,tha Supreme,7614936,2019,23 6451,167760,TRUE,7,1338726
64,Falling,Trevor Daniel,7610731,2019,Falling,159381,FALSE,1,600702
65,Truth Hurts,Lizzo,7587251,2019,Cuz I Love You (Deluxe),173325,TRUE,13,3768332
66,Bruises,Lewis Capaldi,7561281,2019,Divinely Uninspired To A Hellish Extent,220492,FALSE,2,7561393
67,Nice To Meet Ya,Niall Horan,7530019,2019,Nice To Meet Ya,158805,FALSE,1,7117788
68,when the party's over,Billie Eilish,7514704,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",196077,FALSE,7,41852475
69,BOP,DaBaby,7491650,2019,KIRK,159714,TRUE,3,6512324
70,7 rings,Ariana Grande,7437221,2019,"thank u, next",178626,TRUE,10,61390454
71,Panini,Lil Nas X,7266872,2019,Panini,114893,FALSE,2,4587823
72,Tongue Tied (with YUNGBLUD & blackbear),Marshmello,7250495,2019,Tongue Tied (with YUNGBLUD & blackbear),186024,TRUE,1,30270515
73,Money In The Grave (Drake ft. Rick Ross),Drake,7224467,2019,The Best In The World Pack,205426,TRUE,2,54405324
74,Takeaway (feat. Lennon Stella),The Chainsmokers,7173191,2019,World War Joy...Push My Luck,209893,FALSE,2,17742887
75,No Guidance (feat. Drake),Chris Brown,7158496,2019,Indigo,260640,TRUE,11,13502322
76,Woah,Lil Baby,7081473,2019,Woah,183011,TRUE,1,6804122
77,Happier,Marshmello,6996316,2019,Happier,214289,FALSE,1,30270515
78,Higher Love,Kygo,6986842,2019,Higher Love,228267,FALSE,1,7372033
79,Soltera - Remix,Lunay,6943918,2019,Épico,266086,FALSE,7,4306554
80,Piece Of Your Heart,MEDUZA,6943193,2019,Piece Of Your Heart,152913,FALSE,1,408113
81,Candy,Doja Cat,6937409,2019,Amala,190920,TRUE,8,6237625
82,Camelot,NLE Choppa,6830181,2019,Camelot,148759,TRUE,1,2975108
83,Hate Me (with Juice WRLD),Ellie Goulding,6782728,2019,Hate Me (with Juice WRLD),186223,FALSE,1,9346710
84,Bohemian Rhapsody - Remastered 2011,Queen,6749787,2019,A Night At The Opera (2011 Remaster),354320,FALSE,11,33527593
85,Jerry Sprunger (with T-Pain),Tory Lanez,6740180,2019,Chixtape 5,233546,TRUE,3,3621695
86,Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,6725748,2019,Reply (feat. Lil Uzi Vert),183588,TRUE,1,5636291
87,Good Thing (with Kehlani),Zedd,6662351,2019,Good Thing (with Kehlani),210901,TRUE,1,5428961
88,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,6626921,2019,~how i'm feeling~,198973,TRUE,2,4160159
89,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,6536741,2019,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) [Remix]",258600,FALSE,1,2668090
90,Trigger,Major Lazer,6481289,2019,Trigger,171986,FALSE,1,6184098
91,Believer,Imagine Dragons,6463517,2019,Evolve,204346,FALSE,4,33692509
92,Sucker,Jonas Brothers,6434813,2019,Happiness Begins,181026,FALSE,1,5155098
93,Used To Love (with Dean Lewis),Martin Garrix,6425845,2019,Used To Love (with Dean Lewis),236764,FALSE,1,14595128
94,Without Me,Halsey,6328098,2019,Without Me,201660,TRUE,1,14646339
95,Otro Trago - Remix,Sech,6283679,2019,Otro Trago (Remix),287773,TRUE,1,7878088
